user_id,item_id,rating,title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
153662,0671886665,10,A Cry In The Night,Mary Higgins Clark,1993,Pocket,http://images.amazon.com/images/P/0671886665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671886665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671886665.01.LZZZZZZZ.jpg
152099,0812590384,8,Wildfire,Zane Grey,1999,Tor Books (Mm),http://images.amazon.com/images/P/0812590384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812590384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812590384.01.LZZZZZZZ.jpg
69332,3783116007,5,"Alles beginnt da, wo du stehst.",Ulrich Schaffer,1997,Kreuz-Verlag,http://images.amazon.com/images/P/3783116007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3783116007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3783116007.01.LZZZZZZZ.jpg
235105,0765305534,9,Louisiana Lament (Talba Wallis),Julie Smith,2004,Forge Books,http://images.amazon.com/images/P/0765305534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765305534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765305534.01.LZZZZZZZ.jpg
13331,0553580272,5,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books,http://images.amazon.com/images/P/0553580272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580272.01.LZZZZZZZ.jpg
75177,0786866020,5,Fish! A Remarkable Way to Boost Morale and Improve Results,Stephen C. Lundin,2000,Hyperion,http://images.amazon.com/images/P/0786866020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786866020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786866020.01.LZZZZZZZ.jpg
257262,044651652X,5,The Bridges of Madison County,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
191716,051720679X,9,"Three Complete Novels: \A\"" Is for Alibi / \""B\"" Is for Burglar / \""C\"" Is for Corpse""",Sue Grafton,1999,Wings,http://images.amazon.com/images/P/051720679X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051720679X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051720679X.01.LZZZZZZZ.jpg
56959,0140390448,10,Walden and Civil Disobedience (Penguin American Library),Henry David Thoreau,1986,Penguin Books,http://images.amazon.com/images/P/0140390448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140390448.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140390448.01.LZZZZZZZ.jpg
33461,0553298178,8,Garden of Rama,Arthur C. Clarke,1992,Bantam,http://images.amazon.com/images/P/0553298178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553298178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553298178.01.LZZZZZZZ.jpg
76532,0385337590,6,Summer of the Big Bachi,NAOMI HIRAHARA,2004,Delta,http://images.amazon.com/images/P/0385337590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337590.01.LZZZZZZZ.jpg
224606,0971880107,2,Wild Animus,Rich Shapero,2004,Too Far,http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0971880107.01.LZZZZZZZ.jpg
65258,0671027360,6,Angels &amp; Demons,Dan Brown,2001,Pocket Star,http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg
132930,0425152251,7,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425152251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg
95269,0451137965,6,Thinner,Stephen King,1985,New Amer Library,http://images.amazon.com/images/P/0451137965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.LZZZZZZZ.jpg
143175,0060129735,4,Blindfold,Antony Melville-Ross,1978,Harper &amp; Row,http://images.amazon.com/images/P/0060129735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060129735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060129735.01.LZZZZZZZ.jpg
131158,0375702709,9,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA,http://images.amazon.com/images/P/0375702709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.LZZZZZZZ.jpg
184299,0446326798,8,The paths of the Perambulator (Spellsinger series),Alan Dean Foster,1985,Warner Books,http://images.amazon.com/images/P/0446326798.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446326798.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446326798.01.LZZZZZZZ.jpg
266466,0446604666,9,Sick Puppy,Carl Hiaasen,2001,Warner Vision,http://images.amazon.com/images/P/0446604666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.LZZZZZZZ.jpg
87141,1565922662,8,Windows Annoyances (Nutshell Handbook),David A. Karp,1997,O'Reilly,http://images.amazon.com/images/P/1565922662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565922662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565922662.01.LZZZZZZZ.jpg
271610,0684813637,10,John Adams,David McCullough,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0684813637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684813637.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684813637.01.LZZZZZZZ.jpg
195615,0712671056,7,Feel the Fear and Do It Anyway,Susan Jeffers,1997,Rider,http://images.amazon.com/images/P/0712671056.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0712671056.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0712671056.01.LZZZZZZZ.jpg
98391,0425194892,9,Death of A Tart,Kate Borden,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425194892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425194892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425194892.01.LZZZZZZZ.jpg
108406,0312980159,8,Fast Women,Jennifer Crusie,2002,St. Martin's Press,http://images.amazon.com/images/P/0312980159.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980159.01.LZZZZZZZ.jpg
204864,0375726055,9,Sputnik Sweetheart: A Novel,Haruki Murakami,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726055.01.LZZZZZZZ.jpg
81771,0684814994,7,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0684814994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684814994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684814994.01.LZZZZZZZ.jpg
43067,0373162588,7,"Reach For The Sky (Harlequin American Romance, No 258)",Beverly Sommers,1988,Harlequin,http://images.amazon.com/images/P/0373162588.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373162588.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373162588.01.LZZZZZZZ.jpg
70666,0553580930,5,A Man in Full,Tom Wolfe,1999,Bantam,http://images.amazon.com/images/P/0553580930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580930.01.LZZZZZZZ.jpg
21918,0394751019,9,The Persian Boy,Mary Renault,1988,Vintage Books USA,http://images.amazon.com/images/P/0394751019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394751019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394751019.01.LZZZZZZZ.jpg
154742,0062515675,8,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams &amp; Reaching Your Destiny,Robin Sharma,1999,HarperSanFrancisco,http://images.amazon.com/images/P/0062515675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062515675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062515675.01.LZZZZZZZ.jpg
36606,0060922532,5,Pigs in Heaven,Barbara Kingsolver,1994,Perennial,http://images.amazon.com/images/P/0060922532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060922532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060922532.01.LZZZZZZZ.jpg
247852,039914465X,6,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group,http://images.amazon.com/images/P/039914465X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914465X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914465X.01.LZZZZZZZ.jpg
11676,0805054081,7,The Book of Illusions: A Novel,Paul Auster,2002,Henry Holt and Co.,http://images.amazon.com/images/P/0805054081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805054081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805054081.01.LZZZZZZZ.jpg
135895,0316534161,5,Stories to Tell a Five-Year-Old,"Harms Heather, Maione",1996,Little Brown &amp; Co,http://images.amazon.com/images/P/0316534161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316534161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316534161.01.LZZZZZZZ.jpg
267222,0860519260,8,Roy Castle Now and Then: An Autobiography,Roy Castle,1994,Robson Books Ltd,http://images.amazon.com/images/P/0860519260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0860519260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0860519260.01.LZZZZZZZ.jpg
78553,1561705683,10,The Western Guide to Feng Shui: Room by Room (Feng Shui),Terah Kathryn Collins,1999,Hay House,http://images.amazon.com/images/P/1561705683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561705683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561705683.01.LZZZZZZZ.jpg
97874,0764508938,7,Windows XP for Dummies,Andy  Rathbone,2001,For Dummies,http://images.amazon.com/images/P/0764508938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764508938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764508938.01.LZZZZZZZ.jpg
179978,0395181585,10,Curious George Goes to the Hospital,H. A. Rey,1973,Houghton Mifflin,http://images.amazon.com/images/P/0395181585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395181585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395181585.01.LZZZZZZZ.jpg
88693,0375726403,8,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg
30511,0933852789,8,Bugles and a Tiger: A Volume of Autobiography,John Masters,1990,Nautical &amp; Aviation Pub Co of Amer,http://images.amazon.com/images/P/0933852789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0933852789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0933852789.01.LZZZZZZZ.jpg
248718,0345347498,5,The Nonborn King: Volume III of the Saga of Pliocene Exile (Saga of Pliocene Exile),Julian May,1987,Del Rey Books,http://images.amazon.com/images/P/0345347498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345347498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345347498.01.LZZZZZZZ.jpg
98391,031227114X,9,East of Niece (Sydney Sloane Mystery),Randye Lordon,2001,St. Martin's Minotaur,http://images.amazon.com/images/P/031227114X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031227114X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031227114X.01.LZZZZZZZ.jpg
55921,067165604X,10,Ethan of Athos,Lois McMaster Bujold,1986,Baen Books,http://images.amazon.com/images/P/067165604X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067165604X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067165604X.01.LZZZZZZZ.jpg
56399,0904041026,10,The romantic story of scent,John Trueman,1975,Aldus Books : distributed by Jupiter Books,http://images.amazon.com/images/P/0904041026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0904041026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0904041026.01.LZZZZZZZ.jpg
80023,3492270409,8,Misterioso. Kriminalroman.,Arne Dahl,2002,Piper,http://images.amazon.com/images/P/3492270409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492270409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492270409.01.LZZZZZZZ.jpg
271859,0689848935,10,Give a Boy a Gun,Todd Strasser,2002,Simon Pulse,http://images.amazon.com/images/P/0689848935.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689848935.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689848935.01.LZZZZZZZ.jpg
248850,0875420087,3,How to Meet &amp; Work With Spirit Guides (Llewellyn's Practical Guide to Personal Power),Ted Andrews,1992,Llewellyn Publications,http://images.amazon.com/images/P/0875420087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875420087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875420087.01.LZZZZZZZ.jpg
26497,1402709668,5,The Great IQ Puzzle Book : Over 600 New Brain-Teasing Puzzles,Philip Carter,2003,Sterling,http://images.amazon.com/images/P/1402709668.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1402709668.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1402709668.01.LZZZZZZZ.jpg
69078,0679035389,8,Fodor's 98 Spain (Fodor's Gold Guides),Fodor's,1997,Fodor's Travel Publications,http://images.amazon.com/images/P/0679035389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679035389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679035389.01.LZZZZZZZ.jpg
174157,0060084405,9,Bread Alone : A Novel,Judith R. Hendricks,2002,Perennial,http://images.amazon.com/images/P/0060084405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060084405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060084405.01.LZZZZZZZ.jpg
213628,0671629980,9,HW MUCH JUST PLANET STAR TREK 36 (Star Trek (Numbered Paperback)),John M. Ford,1987,Star Trek,http://images.amazon.com/images/P/0671629980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671629980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671629980.01.LZZZZZZZ.jpg
175287,0679883428,8,"Junie B. Jones Is Not A Crook (Junie B. Jones 9, paper)",BARBARA PARK,1997,Random House Books for Young Readers,http://images.amazon.com/images/P/0679883428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679883428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679883428.01.LZZZZZZZ.jpg
163202,1565927699,10,PHP Pocket Reference (Pocket Reference (O'Reilly)),Rasmus Lerdorf,2000,O'Reilly,http://images.amazon.com/images/P/1565927699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565927699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565927699.01.LZZZZZZZ.jpg
213119,0385474547,7,Things Fall Apart : A Novel,CHINUA ACHEBE,1994,Anchor,http://images.amazon.com/images/P/0385474547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385474547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385474547.01.LZZZZZZZ.jpg
65484,0425182878,9,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
42883,0425191184,6,Red Rabbit,Tom Clancy,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425191184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425191184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425191184.01.LZZZZZZZ.jpg
174297,3596129397,2,Mit fÃ¼nfzig kÃ¼ssen MÃ¤nner anders: Roman (Die Frau in der Gesellschaft),Dorit Zinn,1995,Fischer Taschenbuch Verlag,http://images.amazon.com/images/P/3596129397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596129397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596129397.01.LZZZZZZZ.jpg
125692,0440101999,9,Andromeda Strain,Michael Crichton,1970,Bantam Doubleday Dell,http://images.amazon.com/images/P/0440101999.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440101999.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440101999.01.LZZZZZZZ.jpg
46443,0307116824,8,Just a Rainy Day (Golden Little Look-Look Book),MERCER MAYER,1999,Golden Books,http://images.amazon.com/images/P/0307116824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307116824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307116824.01.LZZZZZZZ.jpg
86947,0679447156,10,Eight Weeks to Optimum Health: A Proven Program for Taking Full Advantage of Your Body's Natural Healing Power (Proven Program for Taking Full Advantage of Your Body's Natural Healing Power),Andrew Weil,1997,Alfred A. Knopf,http://images.amazon.com/images/P/0679447156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679447156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679447156.01.LZZZZZZZ.jpg
78540,0345370775,7,Jurassic Park,Michael Crichton,1999,Ballantine Books,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg
56399,0415040655,10,"The Stonehenge People: An Exploration of Life in Neolithic Britain, 4700-2000 Bc",Rodney Castleden,1992,Routledge,http://images.amazon.com/images/P/0415040655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0415040655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0415040655.01.LZZZZZZZ.jpg
11676,0515135739,5,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,2004,Jove Books,http://images.amazon.com/images/P/0515135739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515135739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515135739.01.LZZZZZZZ.jpg
177458,1555835511,8,Death Claims,Joseph Hansen,2001,Alyson Books,http://images.amazon.com/images/P/1555835511.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555835511.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555835511.01.LZZZZZZZ.jpg
242642,1551668378,5,Halfway To Heaven,Susan Wiggs,2001,Mira,http://images.amazon.com/images/P/1551668378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668378.01.LZZZZZZZ.jpg
49771,0399144412,8,The Reef,Nora Roberts,1998,Putnam Pub Group,http://images.amazon.com/images/P/0399144412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399144412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399144412.01.LZZZZZZZ.jpg
4385,0671460412,10,A Distant Castle (Silhouette Initmate Moments #7),Sue Ellen Cole,1983,Silhouette Books,http://images.amazon.com/images/P/0671460412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671460412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671460412.01.LZZZZZZZ.jpg
95525,0586058397,6,Foundations Edge,Isaac Asimov,0,Hunter Publishing+inc,http://images.amazon.com/images/P/0586058397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0586058397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0586058397.01.LZZZZZZZ.jpg
249628,0590410245,8,Great Escapes of World War II,George Sullivan,1988,Scholastic,http://images.amazon.com/images/P/0590410245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590410245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590410245.01.LZZZZZZZ.jpg
98391,0446526754,8,Dark Winter,William Dietrich,2001,Warner Books,http://images.amazon.com/images/P/0446526754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446526754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446526754.01.LZZZZZZZ.jpg
37790,1555911447,10,Selu: Seeking the Corn-Mother's Wisdom,Marilou Awiakta,1993,Fulcrum Publishing,http://images.amazon.com/images/P/1555911447.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555911447.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555911447.01.LZZZZZZZ.jpg
247429,0671474278,9,EVIL UNDER THE SUN,Agatha Christie,1983,Pocket,http://images.amazon.com/images/P/0671474278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671474278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671474278.01.LZZZZZZZ.jpg
138239,0440111889,10,The Choirboys,Joseph Wambaugh,1996,Dell Publishing Company,http://images.amazon.com/images/P/0440111889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440111889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440111889.01.LZZZZZZZ.jpg
16634,0382099893,8,Frankenstein or the Modern Prometheus (Silver Classic),Mary Wollstonecraft Shelley,1985,Silver Burdett Press,http://images.amazon.com/images/P/0382099893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0382099893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0382099893.01.LZZZZZZZ.jpg
22252,0439139597,10,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439139597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439139597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg
196108,0836220730,8,It Came From The Far Side,Gary Larson,1986,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836220730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836220730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836220730.01.LZZZZZZZ.jpg
21450,0345366239,10,The Eight,Katherine Neville,1995,Ballantine Books,http://images.amazon.com/images/P/0345366239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg
190521,0142004421,3,The Photograph,Penelope Lively,2004,Penguin Books,http://images.amazon.com/images/P/0142004421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142004421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142004421.01.LZZZZZZZ.jpg
225595,1577292723,10,Create and Share Digital Photos (Survive and Thrive series),Paul Grupp,2002,Gateway Publishers,http://images.amazon.com/images/P/1577292723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577292723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577292723.01.LZZZZZZZ.jpg
177458,1573441120,8,Best Gay Erotica 2001 (Best Gay Erotica),Richard Labonte,2000,Cleis Press,http://images.amazon.com/images/P/1573441120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573441120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573441120.01.LZZZZZZZ.jpg
234721,0812566645,8,Legends 3,Robert Silverberg,2000,Tor Books,http://images.amazon.com/images/P/0812566645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812566645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812566645.01.LZZZZZZZ.jpg
98391,0765300451,9,A Coldness in the Blood,Fred Saberhagen,2002,Tor Books,http://images.amazon.com/images/P/0765300451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765300451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765300451.01.LZZZZZZZ.jpg
242465,1880759004,10,The Guide to Easy Wood Floor Care and Maintenance: A Complete Owners Manual for Hardwood Floors,Grant Aslett,1993,Marsh Creek Press,http://images.amazon.com/images/P/1880759004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1880759004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1880759004.01.LZZZZZZZ.jpg
101209,0688116752,9,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,1992,Harpercollins,http://images.amazon.com/images/P/0688116752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688116752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688116752.01.LZZZZZZZ.jpg
68256,0812928423,5,The Secret Language of Eating Disorders: The Revolutionary New Approach to Curing Anorexia and Bulimia,Peggy Claude-Pierre,1997,Random House Value Pub,http://images.amazon.com/images/P/0812928423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812928423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812928423.01.LZZZZZZZ.jpg
105214,0618066136,10,Mr. Wroe's Virgins,Jane Rogers,2000,Mariner Books,http://images.amazon.com/images/P/0618066136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618066136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618066136.01.LZZZZZZZ.jpg
60879,0671251155,6,Life Before Man,Margaret Eleanor Atwood,1980,Simon &amp; Schuster,http://images.amazon.com/images/P/0671251155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671251155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671251155.01.LZZZZZZZ.jpg
37289,0743227441,8,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone,http://images.amazon.com/images/P/0743227441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743227441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743227441.01.LZZZZZZZ.jpg
155495,1558745017,10,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications,http://images.amazon.com/images/P/1558745017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558745017.01.LZZZZZZZ.jpg
56217,0739407708,9,Family Circle Hints and Tips,Family Circle,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0739407708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739407708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739407708.01.LZZZZZZZ.jpg
134935,1400030382,9,The Piano Tuner : A Novel,DANIEL MASON,2003,Vintage,http://images.amazon.com/images/P/1400030382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400030382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400030382.01.LZZZZZZZ.jpg
